creator_id,creator_name,creator_nickname,region,product_categories,follower_cnt,creator_oecuid,主页
7152876633741116421,morgangordon711,MorganGordon711,GB,,0,7494782376864484198,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7152876633741116421&pair_source=author_recommend&enter_from=affiliate_home_page
7152410725084070917,joy_darlener,user42257459570,GB,,0,7494780907921574824,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7152410725084070917&pair_source=author_recommend&enter_from=affiliate_home_page
7159120141496632325,crazycoscoo,crazycoscoo,GB,,0,7494801810625038806,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7159120141496632325&pair_source=author_recommend&enter_from=affiliate_home_page
7152781882240664582,douglask759,douglask759,GB,,0,7494782080715884857,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7152781882240664582&pair_source=author_recommend&enter_from=affiliate_home_page
7152728477765288966,ivory_praised,ivory_praised,GB,,0,7494781974924724391,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7152728477765288966&pair_source=author_recommend&enter_from=affiliate_home_page
7156790429491577862,user7346782781081,Rose,GB,,0,7494794826559032058,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7156790429491577862&pair_source=author_recommend&enter_from=affiliate_home_page
7158658886029902853,yrwarmer,Yr Warmer,GB,,0,7494800448079497812,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7158658886029902853&pair_source=author_recommend&enter_from=affiliate_home_page
7153545294574797829,gobuy77,user55398689005,GB,,0,7494784516213476235,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7153545294574797829&pair_source=author_recommend&enter_from=affiliate_home_page
7152826415368389638,rickyd777,rickyd777,GB,,0,7494782209785498042,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7152826415368389638&pair_source=author_recommend&enter_from=affiliate_home_page
7152842948983145478,edwards8423,user97842918497,GB,,0,7494782266239649987,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7152842948983145478&pair_source=author_recommend&enter_from=affiliate_home_page
7152857808805905414,rickeys764,rickeys764,GB,,0,7494782313285126727,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7152857808805905414&pair_source=author_recommend&enter_from=affiliate_home_page
7160863352838947846,janet_grateful,user81113444652,GB,,0,7494806887162678087,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7160863352838947846&pair_source=author_recommend&enter_from=affiliate_home_page
7152412330293396485,echo_myrtle,user97956460763,GB,,0,7494780915137677598,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7152412330293396485&pair_source=author_recommend&enter_from=affiliate_home_page
7153626995804521478,johnsmither725,Johnsmither725,GB,,0,7494784781799098841,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7153626995804521478&pair_source=author_recommend&enter_from=affiliate_home_page
7153209687595877381,supreled,SupreLed,GB,,0,7494783405063768655,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7153209687595877381&pair_source=author_recommend&enter_from=affiliate_home_page
7152807411153093637,brentl7770,user88717505960,GB,,0,7494782153198438513,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7152807411153093637&pair_source=author_recommend&enter_from=affiliate_home_page
7160860237329843206,nora_oriel,user29879913914,GB,,0,7494806879231772786,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7160860237329843206&pair_source=author_recommend&enter_from=affiliate_home_page
7159848756073448453,bea_nicola,user71866744474,GB,,0,7494803951465433218,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7159848756073448453&pair_source=author_recommend&enter_from=affiliate_home_page
7160862293537620997,aimee_bernice,user06424200064,GB,,0,7494806886096472656,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7160862293537620997&pair_source=author_recommend&enter_from=affiliate_home_page
7154548343304504325,dory_mary,user60224559914,GB,,0,7494787727035239375,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7154548343304504325&pair_source=author_recommend&enter_from=affiliate_home_page
7152886559355012102,zoeloveslife08,Zoe who loves life,GB,,0,7494782408959035501,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7152886559355012102&pair_source=author_recommend&enter_from=affiliate_home_page
7120888840168981505,fhbxfggcghv,fhbxfggcghv,GB,,0,7494691899613416108,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7120888840168981505&pair_source=author_recommend&enter_from=affiliate_home_page
7157954078039294982,yubf571,yubf571,GB,,0,7494798320346958159,https://affiliate.tiktokglobalshop.com/connection/creator/detail?cid=7157954078039294982&pair_source=author_recommend&enter_from=affiliate_home_page
